Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-09-26,156.25,156.84,153.27,153.35,6420013.0,0.0,1.0,149.66932965105167,150.23448103981406,146.81483619594684,146.89146689272815,6420013.0
2017-09-25,158.47,158.687,156.1,156.26,3661334.0,0.0,1.0,151.79583148673382,152.00369225175322,149.52564709458667,149.67890848814935,3661334.0
2017-09-22,158.88,159.74,158.56,158.91,2442658.0,0.0,1.0,152.18856380773818,153.01234379813758,151.88204102061283,152.21730031903118,2442658.0
2017-09-21,159.87,160.09,158.51,159.03,2503437.0,0.0,1.0,153.13686868040725,153.34760309655593,151.83414683512447,152.3322463642032,2503437.0
2017-09-20,157.9,159.89,157.765,159.88,3641028.0,0.0,1.0,151.24983777216679,153.15602635460257,151.12052347134826,153.1464475175049,3641028.0
2017-09-19,157.27,157.9,156.33,157.43,3554501.0,0.0,1.0,150.64637103501374,151.24983777216679,149.74596034783303,150.79963242857644,3554501.0
2017-09-18,157.72,157.79,156.35,156.68,3832243.0,0.0,1.0,151.07741870440879,151.14447056409244,149.76511802202836,150.08121964625138,3832243.0
2017-09-15,157.79,158.0,156.88,156.92,7425112.0,0.0,1.0,151.14447056409244,151.34562614314345,150.2727963882047,150.3111117365954,7425112.0
2017-09-14,157.0,157.35,156.05,157.0,3109655.0,0.0,1.0,150.38774243337673,150.72300173179508,149.47775290909834,150.38774243337673,3109655.0
2017-09-13,156.74,157.78,156.0,157.0,4705601.0,0.0,1.0,150.1386926688374,151.1348917269948,149.42985872361,150.38774243337673,4705601.0
2017-09-12,160.21,160.72,155.77,156.33,10320598.0,0.0,1.0,153.46254914172795,153.95106983370897,149.20954547036365,149.74596034783303,10320598.0
2017-09-11,160.0,161.72,159.92,161.53,2333557.0,0.0,1.0,153.26139356267691,154.9089535434757,153.18476286589558,154.72695563862,2333557.0
2017-09-08,159.53,160.38,159.18,159.71,2984223.0,0.0,1.0,152.81118821908655,153.62538937238827,152.4759289206682,152.98360728684457,2984223.0
2017-09-07,158.47,160.065,158.33,159.9,2965378.0,0.0,1.0,151.79583148673382,153.32365600381175,151.6617277673665,153.16560519170025,2965378.0
2017-09-06,159.23,159.37,158.22,158.22,4143348.0,0.0,1.0,152.52382310615653,152.65792682552387,151.55636055929213,151.55636055929213,4143348.0
2017-09-05,159.0,159.78,158.07,159.1,4005591.0,0.0,1.0,152.3035098529102,153.05065914652823,151.41267800282714,152.39929822388686,4005591.0
2017-09-01,159.87,160.2,159.5,159.81,1878291.0,0.0,1.0,153.13686868040725,153.45297030463027,152.78245170779357,153.07939565782124,1878291.0
2017-08-31,159.77,160.0,159.35,159.97,2717014.0,0.0,1.0,153.04108030943058,153.26139356267691,152.63876915132855,153.2326570513839,2717014.0
2017-08-30,158.4,159.64,158.32,159.53,2236471.0,0.94,1.0,151.72877962705016,152.9165554271609,151.6521489302688,152.81118821908655,2236471.0
2017-08-29,159.2,159.76,158.73,159.38,3282541.0,0.0,1.0,151.60180198466117,152.13507465495897,151.15423385066123,151.7732110572569,3282541.0
2017-08-28,159.04,159.96,158.66,159.67,2025233.0,0.0,1.0,151.44943836457608,152.32552918006536,151.087574766874,152.04937011866113,2025233.0
2017-08-25,158.89,159.34,158.53,158.82,2019582.0,0.0,1.0,151.3065974707463,151.73512015223565,150.9637793255549,151.2399383869591,2019582.0
2017-08-24,159.11,159.679,158.3321,158.41,1634784.0,0.0,1.0,151.51609744836333,152.0579405722909,150.77532457296215,150.84950661049106,1634784.0
2017-08-23,159.3,159.37,158.38,158.81,2190674.0,0.0,1.0,151.69702924721437,151.7636883310016,150.82093843172512,151.23041566070378,2190674.0
2017-08-22,158.5,159.94,158.39,159.64,2122579.0,0.0,1.0,150.93521114678893,152.3064837275547,150.8304611579804,152.02080193989516,2122579.0
2017-08-21,158.17,158.64,157.54,158.36,2195074.0,0.0,1.0,150.62096118036342,151.06852931436336,150.0210294262784,150.8018929792145,2195074.0
2017-08-18,157.99,158.28,157.021,157.76,2595695.0,0.0,1.0,150.44955210776772,150.72571116917194,149.5267999336274,150.2305294038954,2595695.0
2017-08-17,158.75,159.53,157.81,157.89,3071602.0,0.0,1.0,151.17327930317188,151.91605195108667,150.278143035172,150.35432484521453,3071602.0
2017-08-16,157.89,159.38,157.604,158.9,2921737.0,0.0,1.0,150.35432484521453,151.7732110572569,150.08197487431246,151.31612019700165,2921737.0
2017-08-15,157.84,158.58,157.34,157.62,2160072.0,0.0,1.0,150.30671121393794,151.0113929568315,149.83057490117207,150.09721123632096,2160072.0
2017-08-14,157.45,157.9,156.46,157.26,2809051.0,0.0,1.0,149.93532488998054,150.36384757146988,148.9925749907041,149.75439309112951,2809051.0
2017-08-11,156.88,158.399,156.63,157.3,2925044.0,0.0,1.0,149.39252949342742,150.8390316116102,149.15446133704447,149.7924839961508,2925044.0
2017-08-10,154.33,157.2,154.25,156.62,3874100.0,0.0,1.0,146.96423429832137,149.69725673359758,146.88805248827882,149.14493861078918,3874100.0
2017-08-09,155.3,155.68,154.35,154.92,3006466.0,0.0,1.0,147.8879387450872,148.24980234278928,146.983279750832,147.52607514738511,3006466.0
2017-08-08,154.67,155.245,154.1,154.92,4234291.0,0.0,1.0,147.28800699100216,147.83556375068295,146.74521159444905,147.52607514738511,4234291.0
2017-08-07,154.14,155.39,154.0,154.97,3252104.0,0.0,1.0,146.7833024994703,147.97364328138505,146.64998433189587,147.5736887786617,3252104.0
2017-08-04,154.61,154.8217,153.23,153.82,4435402.0,0.0,1.0,147.2308706334703,147.43246674829533,145.9167344102364,146.47857525930013,4435402.0
2017-08-03,156.56,156.77,154.411,154.72,3665854.0,0.0,1.0,149.08780225325725,149.28777950461895,147.04136838098944,147.33562062227875,3665854.0
2017-08-02,153.76,156.65,153.71,156.59,3325986.0,0.0,1.0,146.42143890176823,149.17350678955512,146.37382527049166,149.11637043202322,3325986.0
2017-08-01,154.98,155.9,153.71,154.04,4185050.0,0.0,1.0,147.58321150491702,148.4593023204063,146.37382527049166,146.68807523691714,4185050.0
2017-07-31,155.92,156.42,154.85,155.14,4280364.0,0.0,1.0,148.4783477729169,148.9544840856828,147.4594160635979,147.7355751250021,4280364.0
2017-07-28,156.36,156.66,155.07,155.85,3964456.0,0.0,1.0,148.89734772815092,149.18302951581043,147.66891604121489,148.41168868912968,3964456.0
2017-07-27,156.42,157.43,155.54,156.95,4624114.0,0.0,1.0,148.9544840856828,149.9162794374699,148.11648417521482,149.45918857721463,4624114.0
2017-07-26,158.76,159.0,155.68,156.51,4678963.0,0.0,1.0,151.1828020294272,151.41134745955483,148.24980234278928,149.04018862198066,4678963.0
2017-07-25,157.75,159.98,156.54,159.07,9511383.0,0.0,1.0,150.22100667764008,152.34457463257598,149.06875680074663,151.47800654334205,9511383.0
2017-07-24,154.0,154.215,151.77,151.85,5302037.0,0.0,1.0,146.64998433189587,146.8547229463852,144.52641637696,144.6025981870025,5302037.0
2017-07-21,154.06,154.7,153.29,153.92,3522350.0,0.0,1.0,146.70712068942777,147.3165751697681,145.9738707677683,146.5738025218533,3522350.0
2017-07-20,154.03,155.22,153.55,154.21,2240178.0,0.0,1.0,146.67855251066183,147.81175693504466,146.22146165040658,146.84996158325757,2240178.0
2017-07-19,154.13,154.46,153.48,153.89,3072177.0,0.0,1.0,146.773779773215,147.0880297396405,146.15480256661934,146.54523434308737,3072177.0
2017-07-18,155.0,155.27,153.37,153.96,3890738.0,0.0,1.0,147.60225695742767,147.85937056632125,146.05005257781085,146.61189342687462,3890738.0
2017-07-17,155.43,155.44,154.7,155.26,2408743.0,0.0,1.0,148.01173418640633,148.02125691266164,147.3165751697681,147.84984784006593,2408743.0
2017-07-14,154.99,155.5,154.73,155.28,2433151.0,0.0,1.0,147.59273423117236,148.07839327019357,147.34514334853407,147.86889329257656,2433151.0
2017-07-13,156.49,156.54,154.34,155.04,3169726.0,0.0,1.0,149.02114316947004,149.06875680074663,146.97375702457668,147.64034786244892,3169726.0
2017-07-12,155.41,156.75,155.27,156.58,2094889.0,0.0,1.0,147.9926887338957,149.2687340521083,147.85937056632125,149.1068477057679,2094889.0
2017-07-11,155.09,155.88,154.01,154.91,2008830.0,0.0,1.0,147.68796149372554,148.44025686789564,146.65950705815118,147.5165524211298,2008830.0
2017-07-10,156.28,156.53,155.16,155.52,2402682.0,0.0,1.0,148.82116591810836,149.05923407449131,147.75462057751275,148.0974387227042,2402682.0
2017-07-07,153.37,156.56,153.15,156.27,4117750.0,0.0,1.0,146.05005257781085,149.08780225325725,145.84055260019386,148.81164319185305,4117750.0
2017-07-06,152.7,153.46,152.33,153.09,2019798.0,0.0,1.0,145.41202991870452,146.1357571141087,145.0596890472578,145.78341624266196,2019798.0
2017-07-05,152.82,153.57,151.99,153.07,2497334.0,0.0,1.0,145.52630263376835,146.2405071029172,144.73591635457697,145.7643707901513,2497334.0
2017-07-03,153.44,153.87,152.475,152.5,1100668.0,0.0,1.0,146.11671166159806,146.52618889057675,145.1977685779599,145.2215753935982,1100668.0
2017-06-30,153.3,153.77,152.72,153.16,2508213.0,0.0,1.0,145.98339349402363,146.43096162802357,145.43107537121517,145.85007532644917,2508213.0
2017-06-29,154.58,154.58,152.15,153.13,1975891.0,0.0,1.0,147.20230245470432,147.20230245470432,144.88827997466205,145.8215071476832,1975891.0
2017-06-28,154.04,154.68,153.74,154.3,1302825.0,0.0,1.0,146.68807523691714,147.2975297172575,146.4023934492576,146.9356661195554,1302825.0
2017-06-27,154.0,154.8152,153.46,153.72,2139026.0,0.0,1.0,146.64998433189587,147.4262769762294,146.1357571141087,146.38334799674698,2139026.0
2017-06-26,155.18,155.46,153.52,153.96,2360865.0,0.0,1.0,147.77366603002338,148.0403023651723,146.19289347164062,146.61189342687462,2360865.0
2017-06-23,155.0,155.45,154.43,154.64,2214734.0,0.0,1.0,147.60225695742767,148.03077963891695,147.05946156087455,147.2594388122362,2214734.0
2017-06-22,153.78,154.91,153.68,154.8,2003838.0,0.0,1.0,146.44048435427888,147.5165524211298,146.3452570917257,147.4118024323213,2003838.0
2017-06-21,154.18,154.42,153.61,153.73,2448456.0,0.0,1.0,146.8213934044916,147.0499388346192,146.27859800793848,146.3928707230023,2448456.0
2017-06-20,154.27,155.28,153.84,154.07,3614426.0,0.0,1.0,146.90709794078947,147.86889329257656,146.49762071181078,146.71664341568308,3614426.0
2017-06-19,152.39,153.18,151.84,153.14,3263816.0,0.0,1.0,145.11682540478967,145.8691207789598,144.5930754607472,145.83102987393852,3263816.0
2017-06-16,150.98,152.89,150.92,151.99,5443905.0,0.0,1.0,143.77412100278985,145.59296171755557,143.71698464525795,144.73591635457697,5443905.0
2017-06-15,149.9,151.52,149.65,151.17,2517538.0,0.0,1.0,142.74566656721552,144.28834822057703,142.50759841083257,143.9550528016409,2517538.0
2017-06-14,150.32,151.08,149.91,150.68,2675172.0,0.0,1.0,143.14562106993887,143.86934826534306,142.75518929347083,143.48843921513034,2675172.0
2017-06-13,148.86,150.2499,148.62,149.82,4267682.0,0.0,1.0,141.75530303666247,143.0788667588891,141.52675760653483,142.66948475717297,4267682.0
2017-06-12,151.0,151.08,148.04,148.47,5902600.0,0.0,1.0,143.7931664553005,143.86934826534306,140.9744394837264,141.38391671270506,5902600.0
2017-06-09,151.88,151.995,150.9,151.48,4143139.0,0.0,1.0,144.63116636576848,144.74067771770464,143.69793919274733,144.25025731555576,4143139.0
2017-06-08,152.0,152.15,151.01,151.43,3709866.0,0.0,1.0,144.74543908083228,144.88827997466205,143.80268918155582,144.20264368427917,3709866.0
2017-06-07,151.23,152.01,150.7256,151.94,2922708.0,0.0,1.0,144.0121891591728,144.7549618070876,143.53186284685455,144.68830272330038,2922708.0
2017-06-06,152.37,152.59,151.21,151.23,3661935.0,0.0,1.0,145.09777995227907,145.30727992989605,143.99314370666218,144.0121891591728,3661935.0
2017-06-05,153.63,153.66,152.76,152.79,2633659.0,0.0,1.0,146.2976434604491,146.32621163921505,145.46916627623645,145.4977344550024,2633659.0
2017-06-02,152.52,153.9,152.15,153.74,4316647.0,0.0,1.0,145.24062084610884,146.55475706934268,144.88827997466205,146.4023934492576,4316647.0
2017-06-01,150.79,152.39,150.35,152.39,4349007.0,0.94,1.0,143.5931892039388,145.11682540478967,143.17418924870483,145.11682540478967,4349007.0
2017-05-31,150.12,151.145,149.6,150.89,6415744.0,0.0,1.0,142.07877016739732,143.0488656871254,141.58662414763282,142.8075248505101,6415744.0
2017-05-30,149.95,150.33,149.52,149.93,3113940.0,0.0,1.0,141.91787627632044,142.2775214446099,141.51090937536136,141.8989475832526,3113940.0
2017-05-26,149.87,150.24,149.25,149.86,3258239.0,0.0,1.0,141.84216150404902,142.1923423258045,141.25537201894517,141.83269715751507,3258239.0
2017-05-25,149.81,149.95,149.27,149.78,3408013.0,0.0,1.0,141.7853754248454,141.91787627632044,141.27430071201306,141.75698238524362,3408013.0
2017-05-24,147.94,149.99,147.0,149.5,3390415.0,0.0,1.0,140.015542623,141.9557336624562,139.12589404881032,141.4919806822935,3390415.0
2017-05-23,148.22,148.53,147.65,147.82,3262308.0,0.0,1.0,140.2805443259501,140.57393906850203,139.74107657351595,139.9019704645928,3262308.0
2017-05-22,148.3,148.88,147.93,148.19,3294598.0,0.0,1.0,140.35625909822159,140.90519119718965,140.00607827646607,140.2521512863483,3294598.0
2017-05-19,147.25,148.83,146.84,148.15,4071176.0,0.0,1.0,139.36250271215863,140.85786946452,138.9744645042674,140.2142939002126,4071176.0
2017-05-18,146.41,147.24,145.81,147.01,2730870.0,0.0,1.0,138.56749760330828,139.3530383656247,137.99963681127232,139.13535839534424,2730870.0
2017-05-17,146.635,147.46,146.24,146.41,3875597.0,0.0,1.0,138.78044540032178,139.56125398937124,138.40660371223146,138.56749760330828,3875597.0
2017-05-16,146.55,147.6686,146.28,147.29,3540887.0,0.0,1.0,138.69999845478335,139.75868025806906,138.44446109836716,139.40036009829436,3540887.0
2017-05-15,145.43,146.4,145.43,146.28,3321857.0,0.0,1.0,137.6399916429829,138.55803325677437,137.6399916429829,138.44446109836716,3321857.0
2017-05-12,144.5,145.5,144.46,145.36,2747921.0,0.0,1.0,136.75980741532715,137.70624206872043,136.72195002919142,137.57374121724538,2747921.0
2017-05-11,144.08,144.405,143.4,144.21,1941939.0,0.0,1.0,136.362304860902,136.6698961232548,135.71872929659457,136.4853413658431,1941939.0
2017-05-10,143.86,144.64,143.73,144.52,2273313.0,0.0,1.0,136.15408923715546,136.8923082668022,136.03105273221433,136.77873610839504,2273313.0
2017-05-09,144.09,144.98,144.0,144.36,3053786.0,0.0,1.0,136.3717692074359,137.21409604895592,136.28659008863053,136.6273065638521,3053786.0
2017-05-08,143.93,144.5,143.66,144.24,2813463.0,0.0,1.0,136.220339662893,136.75980741532715,135.9648023064768,136.51373440544492,2813463.0
2017-05-05,143.42,143.975,142.58,143.96,2452736.0,0.0,1.0,135.7376579896624,136.26292922229567,134.9426528808121,136.2487327024948,2452736.0
2017-05-04,142.62,143.67,142.26,143.45,4178408.0,0.0,1.0,134.98051026694782,135.97426665301072,134.63979379172622,135.76605102926422,4178408.0
2017-05-03,142.2,142.7,141.4,142.62,4278609.0,0.0,1.0,134.58300771252263,135.05622503921927,133.82585998980804,134.98051026694782,4278609.0
2017-05-02,140.98,141.81,140.72,141.23,3774136.0,0.0,1.0,133.42835743538285,134.21389819769925,133.1822844255006,133.66496609873116,3774136.0
2017-05-01,139.86,141.45,139.84,141.15,3747202.0,0.0,1.0,132.36835062358242,133.87318172247768,132.34942193051452,133.5892513264597,3747202.0
2017-04-28,140.39,140.76,139.78,139.93,4779887.0,0.0,1.0,132.8699609898808,133.22014181163632,132.29263585131093,132.43460104931992,4779887.0
2017-04-27,141.88,142.79,140.85,140.87,5183662.0,0.0,1.0,134.2801486234368,135.14140415802467,133.30532093044172,133.3242496235096,5183662.0
2017-04-26,141.7,142.0,140.34,140.84,7132234.0,0.0,1.0,134.109790385826,134.393720781844,132.82263925721116,133.2958565839078,7132234.0
2017-04-25,138.14,141.99,137.1836,141.7,10893766.0,0.0,1.0,130.74048301974597,134.38425643531005,129.83531291724066,134.109790385826,10893766.0
2017-04-24,134.24,134.76,133.26,134.23,5040990.0,0.0,1.0,127.04938787151224,127.54153389127671,126.12188191118682,127.03992352497829,5040990.0
2017-04-21,133.55,133.88,133.15,133.41,3466098.0,0.0,1.0,126.39634796067088,126.70867139629064,126.01777409931357,126.26384710919581,3466098.0
2017-04-20,132.65,133.44,132.64,133.27,2697250.0,0.0,1.0,125.54455677261694,126.29224014879762,125.53509242608298,126.13134625772076,2697250.0
2017-04-19,132.64,133.0,132.34,132.64,3132760.0,0.0,1.0,125.53509242608298,125.87580890130458,125.25116203006502,125.53509242608298,3132760.0
2017-04-18,132.01,132.8,131.8,132.3,3617373.0,0.0,1.0,124.93883859444523,125.68652197062593,124.74008731723266,125.2133046439293,3617373.0
2017-04-17,131.25,131.87,130.91,131.35,3236373.0,0.0,1.0,124.21954825786636,124.80633774297019,123.89776047571264,124.31419172320568,3236373.0
2017-04-13,131.0,131.14,130.57,130.76,2429242.0,0.0,1.0,123.98293959451804,124.11544044599309,123.57597269355892,123.75579527770365,2429242.0
2017-04-12,131.31,131.56,130.87,131.26,3195534.0,0.0,1.0,124.27633433706995,124.51294300041828,123.85990308957692,124.22901260440028,3195534.0
2017-04-11,130.62,131.24,129.8,131.2,3677631.0,0.0,1.0,123.6232944262286,124.21008391133243,122.84721801044613,124.17222652519668,3677631.0
2017-04-10,129.95,130.65,129.52,129.98,2709287.0,0.0,1.0,122.9891832084551,123.6516874658304,122.58221630749601,123.0175762480569,2709287.0
2017-04-07,130.02,130.4,129.62,129.96,2176598.0,0.0,1.0,123.05543363419265,123.41507880248209,122.67685977283534,122.99864755498905,2176598.0
2017-04-06,130.31,130.66,129.96,130.15,3857127.0,0.0,1.0,123.32989968367669,123.66115181236432,122.99864755498905,123.17847013913376,3857127.0
